"JobID","JobName","State","array_offset","slurm_array_task_id"
"18763469_6077","toar_regression_mda8_sub_19999","TIMEOUT",19999,"6077"
"18763469_6078","toar_regression_mda8_sub_19999","TIMEOUT",19999,"6078"
"18763469_6079","toar_regression_mda8_sub_19999","TIMEOUT",19999,"6079"
"18763469_6080","toar_regression_mda8_sub_19999","TIMEOUT",19999,"6080"
"18763469_6081","toar_regression_mda8_sub_19999","TIMEOUT",19999,"6081"
"18763469_6082","toar_regression_mda8_sub_19999","TIMEOUT",19999,"6082"
"18763469_6083","toar_regression_mda8_sub_19999","TIMEOUT",19999,"6083"
"18763469_6084","toar_regression_mda8_sub_19999","TIMEOUT",19999,"6084"
"18763469_6085","toar_regression_mda8_sub_19999","TIMEOUT",19999,"6085"
"18763469_6086","toar_regression_mda8_sub_19999","TIMEOUT",19999,"6086"
"18763469_6087","toar_regression_mda8_sub_19999","TIMEOUT",19999,"6087"
"18763469_6088","toar_regression_mda8_sub_19999","TIMEOUT",19999,"6088"
"18763469_7339","toar_regression_mda8_sub_19999","FAILED",19999,"7339"
"18763469_7410","toar_regression_mda8_sub_19999","FAILED",19999,"7410"
"18763469_7416","toar_regression_mda8_sub_19999","FAILED",19999,"7416"
"18763469_7853","toar_regression_mda8_sub_19999","TIMEOUT",19999,"7853"
"18763469_7854","toar_regression_mda8_sub_19999","TIMEOUT",19999,"7854"
"18763469_7855","toar_regression_mda8_sub_19999","TIMEOUT",19999,"7855"
"18763469_7856","toar_regression_mda8_sub_19999","TIMEOUT",19999,"7856"
"18763469_7857","toar_regression_mda8_sub_19999","TIMEOUT",19999,"7857"
"18763469_7858","toar_regression_mda8_sub_19999","TIMEOUT",19999,"7858"
"18763469_7859","toar_regression_mda8_sub_19999","TIMEOUT",19999,"7859"
"18763469_7860","toar_regression_mda8_sub_19999","TIMEOUT",19999,"7860"
"18763469_7861","toar_regression_mda8_sub_19999","TIMEOUT",19999,"7861"
"18763469_7862","toar_regression_mda8_sub_19999","TIMEOUT",19999,"7862"
"18763469_7863","toar_regression_mda8_sub_19999","TIMEOUT",19999,"7863"
"18763469_7864","toar_regression_mda8_sub_19999","TIMEOUT",19999,"7864"
"18773763_69","toar_regression_mda8_sub_29998","TIMEOUT",29998,"69"
"18773763_70","toar_regression_mda8_sub_29998","TIMEOUT",29998,"70"
"18773763_71","toar_regression_mda8_sub_29998","TIMEOUT",29998,"71"
"18773763_72","toar_regression_mda8_sub_29998","TIMEOUT",29998,"72"
"18773763_73","toar_regression_mda8_sub_29998","TIMEOUT",29998,"73"
"18773763_74","toar_regression_mda8_sub_29998","TIMEOUT",29998,"74"
"18773763_75","toar_regression_mda8_sub_29998","TIMEOUT",29998,"75"
"18773763_76","toar_regression_mda8_sub_29998","TIMEOUT",29998,"76"
"18773763_77","toar_regression_mda8_sub_29998","TIMEOUT",29998,"77"
"18773763_78","toar_regression_mda8_sub_29998","TIMEOUT",29998,"78"
"18773763_79","toar_regression_mda8_sub_29998","TIMEOUT",29998,"79"
"18773763_80","toar_regression_mda8_sub_29998","TIMEOUT",29998,"80"
"18773763_81","toar_regression_mda8_sub_29998","TIMEOUT",29998,"81"
"18773763_82","toar_regression_mda8_sub_29998","TIMEOUT",29998,"82"
"18773763_83","toar_regression_mda8_sub_29998","TIMEOUT",29998,"83"
"18773763_84","toar_regression_mda8_sub_29998","TIMEOUT",29998,"84"
"18773763_85","toar_regression_mda8_sub_29998","TIMEOUT",29998,"85"
"18773763_86","toar_regression_mda8_sub_29998","TIMEOUT",29998,"86"
"18773763_87","toar_regression_mda8_sub_29998","TIMEOUT",29998,"87"
"18773763_88","toar_regression_mda8_sub_29998","TIMEOUT",29998,"88"
"18773763_89","toar_regression_mda8_sub_29998","TIMEOUT",29998,"89"
"18773763_90","toar_regression_mda8_sub_29998","TIMEOUT",29998,"90"
"18773763_91","toar_regression_mda8_sub_29998","TIMEOUT",29998,"91"
"18773763_92","toar_regression_mda8_sub_29998","TIMEOUT",29998,"92"
"18773763_93","toar_regression_mda8_sub_29998","TIMEOUT",29998,"93"
"18773763_94","toar_regression_mda8_sub_29998","TIMEOUT",29998,"94"
"18773763_136","toar_regression_mda8_sub_29998","FAILED",29998,"136"
"18773763_207","toar_regression_mda8_sub_29998","FAILED",29998,"207"
"18773763_213","toar_regression_mda8_sub_29998","FAILED",29998,"213"
"18773763_669","toar_regression_mda8_sub_29998","TIMEOUT",29998,"669"
"18773763_670","toar_regression_mda8_sub_29998","TIMEOUT",29998,"670"
"18773763_671","toar_regression_mda8_sub_29998","TIMEOUT",29998,"671"
"18773763_672","toar_regression_mda8_sub_29998","TIMEOUT",29998,"672"
"18773763_673","toar_regression_mda8_sub_29998","TIMEOUT",29998,"673"
"18773763_674","toar_regression_mda8_sub_29998","TIMEOUT",29998,"674"
"18773763_675","toar_regression_mda8_sub_29998","TIMEOUT",29998,"675"
"18773763_676","toar_regression_mda8_sub_29998","TIMEOUT",29998,"676"
"18773763_677","toar_regression_mda8_sub_29998","TIMEOUT",29998,"677"
"18773763_678","toar_regression_mda8_sub_29998","TIMEOUT",29998,"678"
"18773763_679","toar_regression_mda8_sub_29998","TIMEOUT",29998,"679"
"18773763_680","toar_regression_mda8_sub_29998","TIMEOUT",29998,"680"
"18773763_681","toar_regression_mda8_sub_29998","TIMEOUT",29998,"681"
"18773763_682","toar_regression_mda8_sub_29998","TIMEOUT",29998,"682"
"18773763_683","toar_regression_mda8_sub_29998","TIMEOUT",29998,"683"
"18773763_684","toar_regression_mda8_sub_29998","TIMEOUT",29998,"684"
"18773763_685","toar_regression_mda8_sub_29998","TIMEOUT",29998,"685"
"18773763_686","toar_regression_mda8_sub_29998","TIMEOUT",29998,"686"
"18773763_1474","toar_regression_mda8_sub_29998","TIMEOUT",29998,"1474"
"18773763_1475","toar_regression_mda8_sub_29998","TIMEOUT",29998,"1475"
"18773763_1476","toar_regression_mda8_sub_29998","TIMEOUT",29998,"1476"
"18773763_1477","toar_regression_mda8_sub_29998","TIMEOUT",29998,"1477"
"18773763_1478","toar_regression_mda8_sub_29998","TIMEOUT",29998,"1478"
"18773763_1492","toar_regression_mda8_sub_29998","TIMEOUT",29998,"1492"
"18773763_1493","toar_regression_mda8_sub_29998","TIMEOUT",29998,"1493"
"18773763_1494","toar_regression_mda8_sub_29998","TIMEOUT",29998,"1494"
"18773763_1495","toar_regression_mda8_sub_29998","TIMEOUT",29998,"1495"
"18773763_1496","toar_regression_mda8_sub_29998","TIMEOUT",29998,"1496"
